antecedents,consequents,antecedent support,consequent support,support,confidence,lift,antecedents_str,consequents_str
143,216,0.03920539992305809,0.08054418913720142,0.014688909873045851,0.3746654772524532,4.651676070811721,GRAO DE BICO,OUTROS CEREAIS E SEMENTES
91,311,0.0036022802783898158,0.07319973420067849,0.0012240758227538208,0.3398058252427184,4.642172938922622,COPO TERMICO (ISOPOR),TAMPA TERMICA (ISOPOR)
31,202,0.0060854055188332805,0.05123631658098136,0.0014339173923687617,0.235632183908046,4.598929033776628,ASPARGO,OUTRAS CONSERVAS VEGETAIS
320,216,0.024551463644948063,0.08054418913720142,0.009093134683314097,0.37037037037037035,4.598349978289187,TRIGO PARA QUIBE,OUTROS CEREAIS E SEMENTES
10,99,0.09533801979505474,0.0475640891127199,0.020704368202007484,0.21716801173881142,4.565797764446938,AGUA SANITARIA,DESINFETANTE
99,10,0.0475640891127199,0.09533801979505474,0.020704368202007484,0.4352941176470588,4.565797764446937,DESINFETANTE,AGUA SANITARIA
267,27,0.004196831392298815,0.05295002273283671,0.0010142342531388802,0.24166666666666667,4.564052179656539,PROTEINA TEXTURIZADA DE SOJA (PTS),ARROZ INTEGRAL
206,202,0.005246039240373518,0.05123631658098136,0.0012240758227538208,0.23333333333333334,4.5540614334470995,OUTRAS MASSAS FRESCAS,OUTRAS CONSERVAS VEGETAIS
146,118,0.0067499038226139264,0.04805371944182142,0.0014688909873045851,0.21761658031088085,4.528610539176868,HASHI,FARINHA PARA EMPANAR
155,174,0.0030776763543524637,0.08792361766866016,0.0012240758227538208,0.39772727272727276,4.5235544586678245,LEITE SEMIDESNATADO,MILHO VERDE
126,109,0.03777148253068933,0.10208792361766866,0.017416850278040078,0.4611111111111111,4.516803699897225,FIBRAS E MANTAS DE LIMPEZA,ESPONJA MULTIUSO
115,225,0.02378204455635995,0.04543069982163467,0.00486132969607946,0.20441176470588232,4.499419236516776,FARINHA DE MILHO,OUTROS FEIJOES
156,216,0.024481516455076416,0.08054418913720142,0.008848319518763333,0.36142857142857143,4.487332671670492,LENTILHA,OUTROS CEREAIS E SEMENTES
113,202,0.006714930227678103,0.05123631658098136,0.0015388381771762319,0.22916666666666666,4.47273890784983,FARFALLE (GRAVATA),OUTRAS CONSERVAS VEGETAIS
267,216,0.004196831392298815,0.08054418913720142,0.0015038645822404084,0.3583333333333333,4.448903603994788,PROTEINA TEXTURIZADA DE SOJA (PTS),OUTROS CEREAIS E SEMENTES
206,183,0.005246039240373518,0.05466372888469206,0.0012590494176896443,0.24,4.390479846449136,OUTRAS MASSAS FRESCAS,MOLHO DE TOMATE
191,10,0.008743398733955863,0.09533801979505474,0.0036022802783898158,0.41200000000000003,4.321465884079237,MULTIUSO,AGUA SANITARIA
19,56,0.030042318049872348,0.07449375721330395,0.009652712202287273,0.32130384167636783,4.313164669038679,AMACIANTES,CALDO DE GALINHA
31,38,0.0060854055188332805,0.08131360822578954,0.002133389291085231,0.35057471264367823,4.311390433815351,ASPARGO,AZEITONAS
135,13,0.0025880460252509356,0.10789354037701536,0.0011891022278179974,0.45945945945945943,4.258451968986814,GEL ANTISSEPTICO,ALCOOL
242,202,0.037141957821844505,0.05123631658098136,0.008078900430175218,0.21751412429378533,4.245311505755771,OVO DE CODORNA,OUTRAS CONSERVAS VEGETAIS
180,313,0.025600671493022767,0.052215577239184414,0.005630748784667576,0.21994535519125685,4.212255553237513,MOLHO DE ALHO,TEMPEROS PRONTOS
206,116,0.005246039240373518,0.05721680131500717,0.0012590494176896443,0.24,4.194572127139364,OUTRAS MASSAS FRESCAS,FARINHA DE ROSCA
56,214,0.07449375721330395,0.06214807820095827,0.01934039799951037,0.2596244131455399,4.177513137349703,CALDO DE GALINHA,OUTROS CALDOS SOPAS E CREMES
214,56,0.06214807820095827,0.07449375721330395,0.01934039799951037,0.3111986494091165,4.177513137349703,OUTROS CALDOS SOPAS E CREMES,CALDO DE GALINHA
115,132,0.02378204455635995,0.05753156366942958,0.005700695974539223,0.23970588235294119,4.166510817092795,FARINHA DE MILHO,FUBA E POLENTA
218,10,0.004581540936592872,0.09533801979505474,0.0018186269366628196,0.39694656488549623,4.163570480473585,OUTROS CLORADOS,AGUA SANITARIA
85,317,0.0593501906060924,0.051725946910082886,0.012730388556639737,0.21449616971125515,4.146780919914752,COGUMELOS,TOMATE SECO
317,85,0.051725946910082886,0.0593501906060924,0.012730388556639737,0.24611223799864773,4.146780919914752,TOMATE SECO,COGUMELOS
292,145,0.011121603189591859,0.05256531318854265,0.002413178050571818,0.21698113207547168,4.127838662298045,SACOLA BIODEGRADAVEL,HAMBURGUEIRAS E ESTOJOS
275,10,0.0027978875948658764,0.09533801979505474,0.001084181443010527,0.38749999999999996,4.064485509904621,SABAO LIQUIDO (LAVA ROUPAS),AGUA SANITARIA
225,27,0.04543069982163467,0.05295002273283671,0.009757632987094743,0.21478060046189376,4.056289107666399,OUTROS FEIJOES,ARROZ INTEGRAL
121,27,0.03476375336620851,0.05295002273283671,0.007414402126394572,0.2132796780684105,4.0279430878534095,FEIJAO CARIOCA,ARROZ INTEGRAL
237,53,0.005525827999860106,0.08963732382051551,0.001993494911341937,0.3607594936708861,4.024657121549609,OUTROS SACHES,CAFE EM PO
184,64,0.014164305949008499,0.05186584128982618,0.0029377819746091703,0.20740740740740743,3.9989211058664873,MOLHO INGLES,CATCHUP
254,245,0.0698072954919036,0.07260518308676948,0.02003986989822684,0.2870741482965932,3.953907091639928,PEPINO EM CONSERVA,PALMITO
245,254,0.07260518308676948,0.0698072954919036,0.02003986989822684,0.27601156069364163,3.9539070916399277,PALMITO,PEPINO EM CONSERVA
151,109,0.03388941349281293,0.10208792361766866,0.013639702024971147,0.4024767801857585,3.942452406937784,LA E PALHA DE ACO,ESPONJA MULTIUSO
80,88,0.012940230126254677,0.08477599412443605,0.004301752177106284,0.3324324324324324,3.9213038533583084,COBERTURA CHOCOLATE AO LEITE,CONSERVAS DOCES
121,26,0.03476375336620851,0.08680446263071381,0.011821075088308328,0.3400402414486922,3.917312902394221,FEIJAO CARIOCA,ARROZ BRANCO
95,56,0.009233029063057391,0.07449375721330395,0.002692966810058406,0.2916666666666667,3.9153169014084512,CREME DE CEBOLA,CALDO DE GALINHA
180,182,0.025600671493022767,0.05518833280872941,0.005490854404924282,0.2144808743169399,3.886344511625008,MOLHO DE ALHO,MOLHO DE PIMENTA
143,27,0.03920539992305809,0.05295002273283671,0.007973979645367748,0.2033898305084746,3.841166065871079,GRAO DE BICO,ARROZ INTEGRAL
206,26,0.005246039240373518,0.08680446263071381,0.0017486797467911727,0.3333333333333333,3.8400483481063654,OUTRAS MASSAS FRESCAS,ARROZ BRANCO
133,106,0.026509984961354177,0.1395796173888714,0.014199279543944322,0.5356200527704486,3.837380147548343,FUSILI (PARAFUSO),ESPAGUETE
19,313,0.030042318049872348,0.052215577239184414,0.0060154583289616335,0.20023282887077995,3.8347336074361764,AMACIANTES,TEMPEROS PRONTOS
210,216,0.010562025670618683,0.08054418913720142,0.003252544329031581,0.30794701986754963,3.8233300647298507,OUTROS ARROZ,OUTROS CEREAIS E SEMENTES
242,38,0.037141957821844505,0.08131360822578954,0.01154128632882174,0.3107344632768362,3.821432476763259,OVO DE CODORNA,AZEITONAS
317,38,0.051725946910082886,0.08131360822578954,0.016017906480607143,0.3096686950642326,3.8083255905254205,TOMATE SECO,AZEITONAS
113,207,0.006714930227678103,0.08267757842828664,0.0020984156961494074,0.31250000000000006,3.779743020304569,FARFALLE (GRAVATA),OUTRAS MASSAS SECAS
257,22,0.0034973594935823454,0.08502080928898681,0.0011191550379463504,0.31999999999999995,3.763784450843274,POLVILHO,AMIDO DE MILHO
207,253,0.08267757842828664,0.06211310460602245,0.019270450809638722,0.23307952622673433,3.7525016291672384,OUTRAS MASSAS SECAS,PENNE
253,207,0.06211310460602245,0.08267757842828664,0.019270450809638722,0.31024774774774777,3.7525016291672384,PENNE,OUTRAS MASSAS SECAS
133,207,0.026509984961354177,0.08267757842828664,0.008218794809918512,0.31002638522427445,3.7498242101174615,FUSILI (PARAFUSO),OUTRAS MASSAS SECAS
85,38,0.0593501906060924,0.08131360822578954,0.018011401391949077,0.30347672362993516,3.7321763263444026,COGUMELOS,AZEITONAS
38,85,0.08131360822578954,0.0593501906060924,0.018011401391949077,0.22150537634408599,3.732176326344402,AZEITONAS,COGUMELOS
95,216,0.009233029063057391,0.08054418913720142,0.002762913999930053,0.29924242424242425,3.7152577665495596,CREME DE CEBOLA,OUTROS CEREAIS E SEMENTES
274,10,0.0459203301507362,0.09533801979505474,0.01619277445528626,0.3526275704493526,3.698708775443264,SABAO EM PO (LAVA ROUPAS),AGUA SANITARIA
96,152,0.07599762179554437,0.06742909103626762,0.01885076767040884,0.24804417855499308,3.6785929447214296,CREME DE LEITE UHT,LEITE CONDENSADO
152,96,0.06742909103626762,0.07599762179554437,0.01885076767040884,0.27956431535269705,3.6785929447214296,LEITE CONDENSADO,CREME DE LEITE UHT
95,300,0.009233029063057391,0.09173573951666492,0.003112649949288287,0.3371212121212121,3.6749168197414477,CREME DE CEBOLA,SOBREMESAS EM PO
19,214,0.030042318049872348,0.06214807820095827,0.006819851012485573,0.22700814901047728,3.652697807910285,AMACIANTES,OUTROS CALDOS SOPAS E CREMES
296,10,0.00384709544294058,0.09533801979505474,0.0013289966075612912,0.34545454545454546,3.6234709531114517,SAPONACEO,AGUA SANITARIA
218,152,0.004581540936592872,0.06742909103626762,0.0011191550379463504,0.24427480916030533,3.6226917107472043,OUTROS CLORADOS,LEITE CONDENSADO
216,300,0.08054418913720142,0.09173573951666492,0.026719826530969118,0.3317412071211463,3.6162700477372995,OUTROS CEREAIS E SEMENTES,SOBREMESAS EM PO
300,216,0.09173573951666492,0.08054418913720142,0.026719826530969118,0.29126953869614947,3.6162700477372995,SOBREMESAS EM PO,OUTROS CEREAIS E SEMENTES
158,10,0.025180988353792885,0.09533801979505474,0.008673451544084216,0.34444444444444444,3.612876008804108,LIMPA ALUMINIO/INOX/METAL,AGUA SANITARIA
225,216,0.04543069982163467,0.08054418913720142,0.013220018885741265,0.2909930715935335,3.6128375579999576,OUTROS FEIJOES,OUTROS CEREAIS E SEMENTES
189,109,0.01517854020214738,0.10208792361766866,0.005595775189731753,0.3686635944700461,3.611236093416248,MOP E ESFREGAO,ESPONJA MULTIUSO
155,37,0.0030776763543524637,0.1045360752631763,0.001154128632882174,0.375,3.5872783539645363,LEITE SEMIDESNATADO,AZEITE DE OLIVA
18,250,0.004441646556849578,0.09659706921274437,0.0015388381771762319,0.3464566929133858,3.5866170240667783,AMACIANTE DE ROUPAS,PAPEL TOALHA
80,152,0.012940230126254677,0.06742909103626762,0.003112649949288287,0.24054054054054053,3.567311035101491,COBERTURA CHOCOLATE AO LEITE,LEITE CONDENSADO
172,190,0.011576259923757564,0.0647011506312734,0.0026579932151225825,0.229607250755287,3.5487352004572545,MEL,MOSTARDA
138,216,0.016227748050222084,0.08054418913720142,0.004616514531528696,0.2844827586206896,3.53200847470316,GERGELIM,OUTROS CEREAIS E SEMENTES
236,10,0.004056937012555521,0.09533801979505474,0.0013639702024971147,0.33620689655172414,3.526472411263187,OUTROS PRODUTOS DE LIMPEZA,AGUA SANITARIA
31,88,0.0060854055188332805,0.08477599412443605,0.0018186269366628196,0.2988505747126437,3.5251792420621375,ASPARGO,CONSERVAS DOCES
303,53,0.006644983037806456,0.08963732382051551,0.0020984156961494074,0.31578947368421056,3.5229685606916243,SUCO PREMIUM,CAFE EM PO
156,132,0.024481516455076416,0.05753156366942958,0.004931276885951107,0.20142857142857143,3.5011836734693875,LENTILHA,FUBA E POLENTA
113,106,0.006714930227678103,0.1395796173888714,0.003252544329031581,0.484375,3.4702416374342273,FARFALLE (GRAVATA),ESPAGUETE
202,254,0.05123631658098136,0.0698072954919036,0.012310705417409855,0.2402730375426621,3.4419473759806305,OUTRAS CONSERVAS VEGETAIS,PEPINO EM CONSERVA
113,214,0.006714930227678103,0.06214807820095827,0.0014339173923687617,0.21354166666666669,3.4360139983117617,FARFALLE (GRAVATA),OUTROS CALDOS SOPAS E CREMES
267,22,0.004196831392298815,0.08502080928898681,0.0012240758227538208,0.29166666666666663,3.4305327025915258,PROTEINA TEXTURIZADA DE SOJA (PTS),AMIDO DE MILHO
203,311,0.004896303291015283,0.07319973420067849,0.0012240758227538208,0.25,3.4153129479216435,OUTRAS EMBALAGENS DESCARTAVEIS,TAMPA TERMICA (ISOPOR)
106,253,0.1395796173888714,0.06211310460602245,0.029587661315706643,0.21197694813329995,3.4127572511123008,ESPAGUETE,PENNE
253,106,0.06211310460602245,0.1395796173888714,0.029587661315706643,0.47635135135135137,3.4127572511123003,PENNE,ESPAGUETE
292,311,0.011121603189591859,0.07319973420067849,0.002762913999930053,0.24842767295597484,3.3938329922743375,SACOLA BIODEGRADAVEL,TAMPA TERMICA (ISOPOR)
129,291,0.024971146784177944,0.07984471723848495,0.0067499038226139264,0.27030812324929976,3.3854227630605465,FOLHA DE ALUMINIO,SACO PLASTICO (BOBINA OU ZIP)
203,168,0.004896303291015283,0.10345189382016577,0.0017137061518553492,0.35000000000000003,3.3832150101419884,OUTRAS EMBALAGENS DESCARTAVEIS,MARMITA TERMICA (ISOPOR)
102,88,0.019305424404574546,0.08477599412443605,0.005525827999860106,0.286231884057971,3.3763317907877743,DOCE DE LEITE,CONSERVAS DOCES
301,216,0.02734935123981394,0.08054418913720142,0.007414402126394572,0.2710997442455243,3.3658510582771495,SUCO EM PO,OUTROS CEREAIS E SEMENTES
2,30,0.007064666177036338,0.08390165425104046,0.001993494911341937,0.2821782178217822,3.3632020767729136,ACHOCOLATADO EM PO,ARROZ PARBOILIZADO
46,300,0.03357465113839052,0.09173573951666492,0.010352184101003742,0.3083333333333333,3.3611036980556612,BISCOITOS E BOLINHOS,SOBREMESAS EM PO
303,88,0.006644983037806456,0.08477599412443605,0.0018885741265344666,0.28421052631578947,3.352488275143304,SUCO PREMIUM,CONSERVAS DOCES
225,122,0.04543069982163467,0.10890777463015423,0.016542510404644495,0.3641262509622787,3.343436703199883,OUTROS FEIJOES,FEIJAO PRETO
10,101,0.09533801979505474,0.13741125450285036,0.04375196726471514,0.4589141599413059,3.339713050445854,AGUA SANITARIA,DETERGENTE (LAVA LOUCAS)
101,10,0.13741125450285036,0.09533801979505474,0.04375196726471514,0.31840162891320944,3.3397130504458534,DETERGENTE (LAVA LOUCAS),AGUA SANITARIA
